price,time
13316.67,1514836801
13316.6,1514836801
13316.6,1514836801
13316.6,1514836801
13309.01,1514836803
13331.0,1514836806
13331.0,1514836807
13331.0,1514836808
13331.0,1514836808
13339.33,1514836809
13331.0,1514836809
13331.0,1514836809
13331.0,1514836809
13331.0,1514836809
13331.0,1514836809
13331.01,1514836809
13337.52,1514836809
13339.77,1514836809
13342.65,1514836809
13347.19,1514836809
13347.62,1514836809
13347.62,1514836809
13347.62,1514836809
13348.06,1514836809
13348.91,1514836809
13348.91,1514836809
13340.77,1514836809
13348.68,1514836810
13343.99,1514836810
13350.0,1514836811
13350.0,1514836811
13337.66,1514836811
13350.0,1514836811
13350.0,1514836812
13336.0,1514836812
13340.52,1514836812
13350.0,1514836813
13349.78,1514836813
13349.78,1514836813
13347.4,1514836813
13333.85,1514836813
13333.85,1514836813
13347.4,1514836814
13347.4,1514836814
13350.0,1514836815
13347.4,1514836815
13350.0,1514836815
13347.4,1514836815
13350.0,1514836815
13350.0,1514836815
13350.0,1514836815
13351.76,1514836816
13351.76,1514836816
13351.76,1514836816
13351.77,1514836816
13356.67,1514836816
13357.67,1514836817
13356.67,1514836817
13356.67,1514836817
13357.68,1514836818
13359.15,1514836818
13357.67,1514836818
13357.68,1514836818
13359.15,1514836818
13356.67,1514836819
13354.22,1514836819
13357.66,1514836819
13365.82,1514836819
13359.15,1514836819
13365.82,1514836819
13365.82,1514836819
13365.82,1514836819
13365.82,1514836819
13365.15,1514836820
13365.15,1514836820
13364.46,1514836820
13364.46,1514836820
13362.72,1514836820
13362.45,1514836820
13359.35,1514836820
13359.35,1514836820
13362.9,1514836820
13359.35,1514836820
13359.35,1514836820
13359.35,1514836820
13359.16,1514836820
13359.15,1514836820
13365.82,1514836820
13366.17,1514836820
13366.17,1514836820
13360.15,1514836820
13366.8,1514836821
13366.17,1514836821
13359.15,1514836821
13359.16,1514836821
13359.15,1514836821
13354.18,1514836821
13355.94,1514836821
13355.82,1514836821
13354.18,1514836821
13355.94,1514836821
13366.17,1514836821
13366.8,1514836822
13366.8,1514836822
13367.81,1514836822
13368.87,1514836822
13367.81,1514836823
13367.81,1514836823
13367.82,1514836823
13368.8,1514836823
13368.87,1514836823
13368.87,1514836824
13365.84,1514836824
13368.87,1514836824
13368.87,1514836824
13365.84,1514836825
13365.84,1514836825
13368.87,1514836826
13365.84,1514836826
13368.87,1514836826
13368.87,1514836826
13368.87,1514836826
13368.99,1514836827
13369.07,1514836827
13370.87,1514836827
13366.84,1514836828
13368.99,1514836829
13366.15,1514836829
13368.99,1514836830
13368.99,1514836830
13360.98,1514836830
13360.98,1514836832
13368.99,1514836833
13368.99,1514836833
13366.72,1514836833
13372.5,1514836833
13374.28,1514836833
13372.5,1514836833
13366.72,1514836833
13368.99,1514836835
13368.99,1514836835
13374.28,1514836836
13383.78,1514836836
13386.95,1514836836
13387.01,1514836836
13387.39,1514836836
13389.41,1514836836
13389.41,1514836836
13387.01,1514836836
13392.49,1514836836
13392.69,1514836836
13392.69,1514836836
13393.51,1514836836
13393.51,1514836836
13393.51,1514836836
13389.41,1514836836
13394.8,1514836839
13394.79,1514836839
13380.96,1514836839
13380.96,1514836839
13369.06,1514836839
13369.02,1514836839
13369.06,1514836839
13397.0,1514836839
13369.01,1514836839
13369.01,1514836839
13369.02,1514836839
13397.0,1514836839
13370.16,1514836839
13398.59,1514836839
13364.41,1514836839
13361.22,1514836839
13370.16,1514836839
13364.41,1514836839
13364.41,1514836839
13365.28,1514836839
13398.59,1514836839
13362.83,1514836839
13368.51,1514836840
13368.98,1514836840
13368.98,1514836840
13370.16,1514836840
13383.78,1514836841
13383.78,1514836841
13383.78,1514836841
13376.95,1514836841
13383.78,1514836841
13368.52,1514836842
13383.78,1514836842
13385.31,1514836843
13385.31,1514836843
13398.5,1514836844
13398.5,1514836844
13385.33,1514836846
13385.34,1514836847
13381.39,1514836849
13377.53,1514836849
13380.26,1514836849
13398.58,1514836850
13378.67,1514836850
13378.67,1514836850
13378.67,1514836852
13377.3,1514836852
13375.91,1514836854
13377.31,1514836854
13375.91,1514836855
13375.91,1514836855
13367.86,1514836857
13375.17,1514836858
13365.4,1514836858
13375.17,1514836860
13379.04,1514836868
13376.1,1514836868
13376.45,1514836878
13376.25,1514836878
13376.23,1514836878
13355.54,1514836881
13369.58,1514836887
13379.4,1514836890
13379.4,1514836890
13350.32,1514836898
13373.83,1514836898
13350.32,1514836898
13350.36,1514836902
13348.14,1514836915
13350.42,1514836915
13350.42,1514836915
13350.42,1514836915
13350.42,1514836915
13346.64,1514836915
13341.71,1514836915
13346.25,1514836915
13344.89,1514836915
13341.24,1514836915
13341.24,1514836915
13346.64,1514836915
13346.83,1514836916
13348.91,1514836916
13340.15,1514836917
13346.83,1514836917
13343.45,1514836919
13340.37,1514836919
13340.37,1514836920
13340.37,1514836921
13347.04,1514836921
13335.4,1514836922
13336.27,1514836922
13339.53,1514836922
13333.12,1514836923
13331.0,1514836923
13331.0,1514836923
13331.89,1514836923
13331.89,1514836923
13332.57,1514836923
13337.19,1514836927
13335.9,1514836927
13335.4,1514836927
13333.97,1514836927
13337.19,1514836928
13337.19,1514836928
13339.48,1514836928
13339.48,1514836930
13339.94,1514836930
13346.46,1514836930
13342.06,1514836930
13342.06,1514836930
13347.04,1514836931
13346.46,1514836931
13346.43,1514836931
13334.07,1514836931
13337.19,1514836931
13337.2,1514836931
13348.8,1514836932
13348.3,1514836932
13332.94,1514836933
13350.88,1514836934
13349.23,1514836934
13350.88,1514836934
13332.45,1514836936
13341.41,1514836937
13339.11,1514836937
13341.41,1514836937
13348.71,1514836937
13348.71,1514836937
13350.87,1514836937
13351.37,1514836937
13348.71,1514836938
13351.37,1514836938
13354.93,1514836939
13354.93,1514836939
13336.54,1514836939
13355.48,1514836939
13351.17,1514836939
13354.93,1514836939
13353.2,1514836941
13352.19,1514836941
13352.19,1514836941
13352.05,1514836941
13351.17,1514836941
13351.17,1514836941
13351.16,1514836941
13351.17,1514836942
13353.87,1514836943
13354.92,1514836943
13355.9,1514836943
13355.9,1514836943
13355.66,1514836944
13355.66,1514836944
13355.16,1514836946
13340.45,1514836947
13340.46,1514836947
13355.16,1514836950
13346.47,1514836952
13355.16,1514836952
13355.16,1514836953
13355.16,1514836953
13346.49,1514836953
13355.16,1514836954
13355.16,1514836955
13355.9,1514836955
13347.93,1514836955
13359.87,1514836955
13360.33,1514836955
13360.33,1514836955
13360.33,1514836955
13359.87,1514836955
13361.83,1514836956
13361.83,1514836956
13361.18,1514836956
13361.18,1514836956
13360.77,1514836956
13360.66,1514836956
13360.66,1514836956
13360.66,1514836956
13366.3,1514836958
13364.56,1514836960
13364.55,1514836961
13364.56,1514836961
13364.52,1514836963
13364.52,1514836965
13364.53,1514836965
13364.53,1514836965
13364.53,1514836965
13364.53,1514836965
13364.53,1514836965
13364.53,1514836965
13364.33,1514836966
13360.48,1514836967
13360.47,1514836967
13366.54,1514836968
13366.54,1514836969
13366.54,1514836969
13366.54,1514836969
13369.29,1514836969
13373.81,1514836969
13372.98,1514836969
13372.98,1514836969
13373.81,1514836969
13373.81,1514836969
13373.81,1514836970
13373.81,1514836971
13367.72,1514836971
13373.81,1514836972
13373.83,1514836972
13373.83,1514836972
13373.83,1514836972
13379.42,1514836972
13373.83,1514836972
13379.42,1514836973
13379.14,1514836973
13380.33,1514836974
13380.32,1514836974
13380.33,1514836974
13379.83,1514836974
13379.42,1514836974
13379.14,1514836974
13379.14,1514836974
13383.88,1514836975
13383.88,1514836975
13380.49,1514836975
13380.49,1514836975
13380.48,1514836975
13380.48,1514836975
13377.41,1514836976
13383.88,1514836976
13383.88,1514836976
13383.88,1514836976
13383.88,1514836977
13383.88,1514836978
13383.47,1514836978
13383.88,1514836978
13383.88,1514836978
13377.4,1514836978
13385.71,1514836978
13383.88,1514836978
13383.88,1514836978
13385.71,1514836978
13383.88,1514836978
13386.87,1514836979
13387.02,1514836979
13387.02,1514836979
13387.02,1514836979
13389.48,1514836979
13386.87,1514836979
13390.57,1514836979
13392.59,1514836979
13392.59,1514836979
13392.59,1514836979
13390.57,1514836979
13394.52,1514836980
13396.67,1514836980
13396.67,1514836980
13396.67,1514836980
13396.67,1514836980
13393.03,1514836980
13396.67,1514836980
13396.67,1514836980
13396.67,1514836980
13396.67,1514836980
13397.37,1514836981
13396.67,1514836981
13396.67,1514836981
13398.72,1514836981
13399.01,1514836981
13398.72,1514836981
13400.0,1514836981
13403.38,1514836982
13401.21,1514836982
13401.21,1514836982
13401.14,1514836982
13400.0,1514836982
13400.0,1514836982
13400.0,1514836982
13400.0,1514836982
13400.0,1514836982
13405.32,1514836983
13406.92,1514836983
13405.48,1514836983
13405.33,1514836983
13406.92,1514836983
13406.92,1514836984
13406.92,1514836984
13406.92,1514836984
13405.33,1514836984
13407.43,1514836985
13407.43,1514836987
13407.42,1514836987
13407.06,1514836987
13408.9,1514836987
13405.32,1514836987
13409.4,1514836987
13405.32,1514836987
13405.32,1514836988
13403.31,1514836988
13403.5,1514836988
13403.31,1514836989
13403.31,1514836989
13402.31,1514836989
13409.5,1514836994
13409.5,1514836994
13403.5,1514836994
13404.5,1514836995
13404.5,1514836997
13406.0,1514836999
13404.5,1514836999
13400.5,1514836999
13409.3,1514837001
13410.2,1514837001
13410.2,1514837001
13402.3,1514837003
13398.8,1514837003
13398.78,1514837003
13415.6,1514837003
13415.6,1514837003
13396.4,1514837003
13416.1,1514837005
13416.1,1514837005
13415.6,1514837005
13416.1,1514837006
13422.22,1514837007
13422.0,1514837007
13422.3,1514837007
13422.0,1514837007
13426.16,1514837008
13427.2,1514837008
13423.22,1514837008
13427.39,1514837008
13426.44,1514837008
13428.56,1514837008
13428.56,1514837008
13430.21,1514837008
13433.53,1514837008
13437.01,1514837009
